Provider,TotalReimbursement,AvgReimbursement,StdReimbursement,MaxReimbursement,MinReimbursement,TotalDeductible,AvgDeductible,TotalClaims,UniquePatients,AvgAge,StdAge,MinAge,MaxAge,MaleRatio,DeceasedRatio,AvgClaimDuration,StdClaimDuration,MaxClaimDuration,AvgAdmissionDuration,MaxAdmissionDuration,ChronicCond_Alzheimer_Prevalence,ChronicCond_Heartfailure_Prevalence,ChronicCond_KidneyDisease_Prevalence,ChronicCond_Cancer_Prevalence,ChronicCond_ObstrPulmonary_Prevalence,ChronicCond_Depression_Prevalence,ChronicCond_Diabetes_Prevalence,ChronicCond_IschemicHeart_Prevalence,ChronicCond_Osteoporasis_Prevalence,ChronicCond_rheumatoidarthritis_Prevalence,ChronicCond_stroke_Prevalence,RenalDiseaseIndicator_Prevalence,InpatientRatio,ClaimsPerPatient,ReimbursementPerPatient,ReimbursementPerClaim,OutpatientRatio,PotentialFraud,PotentialFraud_Binary
PRV51279,59840,267.14285714285717,465.34895257403923,3300,0,750,3.3482142857142856,224,186,77.59375,13.672667778104008,33,104,0.41517857142857145,0.0,2.388392857142857,4.372360098564419,21,0.0,0.0,0.38392857142857145,0.59375,0.4107142857142857,0.16071428571428573,0.2767857142857143,0.4330357142857143,0.7142857142857143,0.7633928571428571,0.3169642857142857,0.32589285714285715,0.06696428571428571,0.13392857142857142,0.0,1.2043010752688172,321.7204301075269,267.14285714285717,1.0,No,0
PRV51280,20250,519.2307692307693,974.9828193233501,5060,0,0,0.0,39,34,82.84615384615384,13.68929366817745,51,107,0.28205128205128205,0.07692307692307693,2.3333333333333335,3.9890200177179342,17,0.0,0.0,0.2564102564102564,0.5641025641025641,0.3333333333333333,0.1794871794871795,0.28205128205128205,0.3333333333333333,0.48717948717948717,0.5128205128205128,0.28205128205128205,0.3333333333333333,0.1282051282051282,0.1794871794871795,0.0,1.1470588235294117,595.5882352941177,519.2307692307693,1.0,No,0
PRV51281,89470,345.44401544401546,706.1112632153859,5020,0,690,2.664092664092664,259,200,78.64478764478764,13.36826632108572,33,107,0.42084942084942084,0.007722007722007722,2.393822393822394,4.666319248902164,21,0.0,0.0,0.3088803088803089,0.5212355212355212,0.35135135135135137,0.14671814671814673,0.26640926640926643,0.38223938223938225,0.6525096525096525,0.7722007722007722,0.28957528957528955,0.2548262548262548,0.09266409266409266,0.10810810810810811,0.0,1.295,447.35,345.44401544401546,1.0,No,0
PRV51282,77330,1310.677966101695,3677.3767188632123,24000,0,8624,146.16949152542372,59,51,79.22033898305085,13.805381005633112,43,107,0.4406779661016949,0.0,2.8135593220338984,4.692159918311228,21,4.625,6.0,0.3050847457627119,0.559322033898305,0.4745762711864407,0.1016949152542373,0.4067796610169492,0.3728813559322034,0.6949152542372882,0.7966101694915254,0.3559322033898305,0.3559322033898305,0.06779661016949153,0.2711864406779661,0.13559322033898305,1.1568627450980393,1516.2745098039215,1310.677966101695,0.864406779661017,No,0
PRV51284,279860,742.3342175066313,3390.2534526356535,51000,0,19126,50.73209549071618,377,223,78.3129973474801,13.042388576047333,33,107,0.47480106100795755,0.0,2.713527851458886,5.022571660513519,22,6.764705882352941,22.0,0.40318302387267907,0.583554376657825,0.3925729442970822,0.11936339522546419,0.2546419098143236,0.4350132625994695,0.7029177718832891,0.7320954907161804,0.29442970822281167,0.26790450928381965,0.10610079575596817,0.19363395225464192,0.04509283819628647,1.6905829596412556,1254.9775784753363,742.3342175066313,0.9549071618037135,No,0
PRV51285,196120,1167.3809523809523,5056.654149074028,57000,0,16530,98.39285714285714,168,109,80.4047619047619,11.623452492575634,35,107,0.3333333333333333,0.005952380952380952,2.386904761904762,3.9562360313542437,21,8.333333333333334,20.0,0.3333333333333333,0.5833333333333334,0.5119047619047619,0.19642857142857142,0.4107142857142857,0.44642857142857145,0.6488095238095238,0.8095238095238095,0.375,0.30357142857142855,0.10119047619047619,0.20833333333333334,0.08928571428571429,1.5412844036697249,1799.2660550458716,1167.3809523809523,0.9107142857142857,No,0
PRV51286,145170,2073.8571428571427,5553.252159276891,33000,0,16330,233.28571428571428,70,62,83.2,14.501973878641888,47,106,0.3142857142857143,0.0,2.8,3.8319783364490063,21,6.2,12.0,0.34285714285714286,0.6142857142857143,0.4142857142857143,0.07142857142857142,0.44285714285714284,0.4857142857142857,0.6714285714285714,0.8428571428571429,0.2857142857142857,0.2857142857142857,0.15714285714285714,0.2714285714285714,0.21428571428571427,1.1290322580645162,2341.451612903226,2073.8571428571427,0.7857142857142857,No,0
PRV51287,25700,329.4871794871795,656.5848229312262,3300,0,100,1.2820512820512822,78,46,83.94871794871794,15.210981538808051,36,107,0.28205128205128205,0.0,2.628205128205128,5.127235589335134,21,0.0,0.0,0.4358974358974359,0.6666666666666666,0.3974358974358974,0.05128205128205128,0.48717948717948717,0.5256410256410257,0.717948717948718,0.7692307692307693,0.3717948717948718,0.3717948717948718,0.038461538461538464,0.16666666666666666,0.0,1.6956521739130435,558.695652173913,329.4871794871795,1.0,No,0
PRV51288,37360,4670.0,9989.704700340246,29000,30,3204,400.5,8,8,81.0,5.070925528371097,73,90,0.375,0.0,4.25,5.063877678504601,16,4.333333333333333,6.0,0.375,0.5,0.25,0.0,0.375,0.5,0.75,0.75,0.0,0.125,0.125,0.25,0.375,1.0,4670.0,4670.0,0.625,No,0
PRV51289,46300,503.2608695652174,899.2904513084859,3300,0,240,2.608695652173913,92,38,78.84782608695652,8.502016286531957,60,98,0.43478260869565216,0.010869565217391304,4.032608695652174,6.805703953797634,21,0.0,0.0,0.5108695652173914,0.8369565217391305,0.5217391304347826,0.10869565217391304,0.4782608695652174,0.5108695652173914,0.6739130434782609,0.9130434782608695,0.5978260869565217,0.29347826086956524,0.20652173913043478,0.29347826086956524,0.0,2.4210526315789473,1218.421052631579,503.2608695652174,1.0,No,0
PRV51290,14990,132.65486725663717,209.0198969472723,1300,0,260,2.3008849557522124,113,81,81.1858407079646,11.620908398662898,43,106,0.4778761061946903,0.008849557522123894,1.9469026548672566,3.91845611899773,21,0.0,0.0,0.45132743362831856,0.5752212389380531,0.40707964601769914,0.17699115044247787,0.2920353982300885,0.3274336283185841,0.672566371681416,0.6991150442477876,0.34513274336283184,0.25663716814159293,0.168141592920354,0.1592920353982301,0.0,1.3950617283950617,185.06172839506172,132.65486725663717,1.0,No,0
PRV51292,3970,180.45454545454547,238.69640555729785,800,10,0,0.0,22,16,75.27272727272727,12.947446220639945,54,96,0.36363636363636365,0.045454545454545456,4.545454545454546,7.294663886165094,21,0.0,0.0,0.09090909090909091,0.6363636363636364,0.2727272727272727,0.13636363636363635,0.13636363636363635,0.45454545454545453,0.7272727272727273,0.7727272727272727,0.3181818181818182,0.22727272727272727,0.0,0.13636363636363635,0.0,1.375,248.125,180.45454545454547,1.0,No,0
PRV51293,21200,240.9090909090909,422.29160367818713,2600,0,20,0.22727272727272727,88,64,78.01136363636364,17.056696745450125,33,106,0.3068181818181818,0.0,2.409090909090909,4.77213261957031,21,0.0,0.0,0.3522727272727273,0.4659090909090909,0.3522727272727273,0.125,0.18181818181818182,0.4318181818181818,0.6477272727272727,0.7840909090909091,0.22727272727272727,0.29545454545454547,0.07954545454545454,0.18181818181818182,0.0,1.375,331.25,240.9090909090909,1.0,No,0
PRV51295,1950,278.57142857142856,440.9999460101468,1200,0,0,0.0,7,6,72.42857142857143,18.292595431459354,53,100,0.14285714285714285,0.0,3.857142857142857,7.559289460184544,21,0.0,0.0,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.0,0.5714285714285714,0.2857142857142857,0.5714285714285714,1.0,0.5714285714285714,0.0,0.0,0.14285714285714285,0.0,1.1666666666666667,325.0,278.57142857142856,1.0,No,0
PRV51296,38630,1287.6666666666667,3844.4179715829396,17000,0,3284,109.46666666666667,30,27,82.1,11.278144870684093,52,102,0.43333333333333335,0.03333333333333333,3.5,6.6682469391421995,26,12.666666666666666,26.0,0.4,0.5666666666666667,0.3333333333333333,0.03333333333333333,0.2,0.5,0.7,0.7666666666666667,0.23333333333333334,0.36666666666666664,0.06666666666666667,0.2,0.1,1.1111111111111112,1430.7407407407406,1287.6666666666667,0.9,No,0
PRV51297,77090,1101.2857142857142,3247.006166858795,18000,0,5410,77.28571428571429,70,46,79.84285714285714,12.163899682525438,38,101,0.34285714285714286,0.014285714285714285,2.1142857142857143,3.820398557032443,21,3.6,5.0,0.34285714285714286,0.7285714285714285,0.5571428571428572,0.14285714285714285,0.3,0.4714285714285714,0.6428571428571429,0.8714285714285714,0.38571428571428573,0.17142857142857143,0.1,0.18571428571428572,0.07142857142857142,1.5217391304347827,1675.8695652173913,1101.2857142857142,0.9285714285714286,No,0
PRV51298,31120,311.2,615.1936214877328,4060,0,550,5.5,100,53,78.82,16.110966213211178,36,106,0.29,0.03,2.16,4.227662630003878,21,0.0,0.0,0.36,0.46,0.37,0.11,0.18,0.26,0.72,0.6,0.38,0.3,0.01,0.1,0.0,1.8867924528301887,587.1698113207547,311.2,1.0,No,0
PRV51299,6230,168.3783783783784,322.1586351259053,1600,0,30,0.8108108108108109,37,27,74.35135135135135,19.276087973641527,37,107,0.43243243243243246,0.0,3.189189189189189,5.830179327515663,21,0.0,0.0,0.4864864864864865,0.4594594594594595,0.40540540540540543,0.24324324324324326,0.2972972972972973,0.4594594594594595,0.7027027027027027,0.7297297297297297,0.21621621621621623,0.4594594594594595,0.08108108108108109,0.13513513513513514,0.0,1.3703703703703705,230.74074074074073,168.3783783783784,1.0,No,0
PRV51300,107540,2068.076923076923,5881.907799899267,30000,0,7636,146.84615384615384,52,32,78.1923076923077,14.230646936003808,46,107,0.36538461538461536,0.0,3.2115384615384617,5.598797274420671,21,4.571428571428571,10.0,0.4423076923076923,0.6730769230769231,0.40384615384615385,0.1346153846153846,0.5576923076923077,0.4230769230769231,0.6923076923076923,0.7307692307692307,0.3076923076923077,0.34615384615384615,0.019230769230769232,0.21153846153846154,0.1346153846153846,1.625,3360.625,2068.076923076923,0.8653846153846154,No,0
PRV51301,136910,1222.4107142857142,5480.200931006862,53000,0,6718,59.982142857142854,112,63,77.11607142857143,14.57737697812675,43,107,0.375,0.0,2.25,4.422505913908828,29,10.666666666666666,29.0,0.32142857142857145,0.5,0.41964285714285715,0.16071428571428573,0.3392857142857143,0.4642857142857143,0.7678571428571429,0.7410714285714286,0.36607142857142855,0.30357142857142855,0.03571428571428571,0.1875,0.05357142857142857,1.7777777777777777,2173.1746031746034,1222.4107142857142,0.9464285714285714,No,0
PRV51302,80710,1876.9767441860465,4566.892000810325,25000,0,10750,250.0,43,34,75.30232558139535,20.005397942651726,33,105,0.6976744186046512,0.06976744186046512,1.9534883720930232,1.9017972498727294,8,4.9,8.0,0.5116279069767442,0.3953488372093023,0.3953488372093023,0.11627906976744186,0.37209302325581395,0.4186046511627907,0.5813953488372093,0.7906976744186046,0.46511627906976744,0.18604651162790697,0.06976744186046512,0.11627906976744186,0.23255813953488372,1.2647058823529411,2373.823529411765,1876.9767441860465,0.7674418604651163,No,0
PRV51303,36110,388.2795698924731,630.1753097282673,3000,0,510,5.483870967741935,93,49,79.88172043010752,11.895239696732895,45,97,0.41935483870967744,0.021505376344086023,2.3118279569892475,4.582524685347435,21,0.0,0.0,0.3763440860215054,0.6344086021505376,0.3763440860215054,0.17204301075268819,0.45161290322580644,0.3978494623655914,0.8064516129032258,0.8172043010752689,0.3333333333333333,0.24731182795698925,0.12903225806451613,0.17204301075268819,0.0,1.8979591836734695,736.9387755102041,388.2795698924731,1.0,No,0
PRV51304,39350,771.5686274509804,3518.6283535201715,25000,0,2306,45.21568627450981,51,39,80.88235294117646,15.064723109069783,43,107,0.3333333333333333,0.0196078431372549,1.7450980392156863,3.084432766360142,21,5.0,8.0,0.4117647058823529,0.5294117647058824,0.3137254901960784,0.0784313725490196,0.19607843137254902,0.49019607843137253,0.6470588235294118,0.7058823529411765,0.4117647058823529,0.19607843137254902,0.09803921568627451,0.13725490196078433,0.0392156862745098,1.3076923076923077,1008.974358974359,771.5686274509804,0.9607843137254902,No,0
PRV51305,113400,2314.285714285714,5826.6700038129275,35000,10,11748,239.75510204081633,49,29,79.6938775510204,10.218863443065828,53,97,0.46938775510204084,0.02040816326530612,4.040816326530612,6.264846312538553,21,7.2727272727272725,21.0,0.5510204081632653,0.6326530612244898,0.2857142857142857,0.10204081632653061,0.20408163265306123,0.46938775510204084,0.6326530612244898,0.7551020408163265,0.40816326530612246,0.30612244897959184,0.04081632653061224,0.10204081632653061,0.22448979591836735,1.6896551724137931,3910.344827586207,2314.285714285714,0.7755102040816326,No,0
PRV51306,3700,217.64705882352942,388.1450987028676,1300,0,100,5.882352941176471,17,13,80.88235294117646,9.88611623023152,57,96,0.47058823529411764,0.0,4.411764705882353,7.608045277282232,21,0.0,0.0,0.29411764705882354,0.4117647058823529,0.17647058823529413,0.11764705882352941,0.23529411764705882,0.35294117647058826,0.7058823529411765,0.6470588235294118,0.17647058823529413,0.17647058823529413,0.11764705882352941,0.11764705882352941,0.0,1.3076923076923077,284.61538461538464,217.64705882352942,1.0,No,0
PRV51307,6940,187.56756756756758,424.62666874303574,2400,0,80,2.1621621621621623,37,21,81.72972972972973,17.05489282784765,45,103,0.2702702702702703,0.05405405405405406,2.6216216216216215,4.751323507726565,21,0.0,0.0,0.2702702702702703,0.32432432432432434,0.24324324324324326,0.10810810810810811,0.1891891891891892,0.2702702702702703,0.6486486486486487,0.7297297297297297,0.5405405405405406,0.43243243243243246,0.02702702702702703,0.13513513513513514,0.0,1.7619047619047619,330.4761904761905,187.56756756756758,1.0,No,0
PRV51308,13790,394.0,652.5885110127838,2300,10,130,3.7142857142857144,35,31,75.94285714285714,13.217508124015026,48,99,0.5714285714285714,0.08571428571428572,2.5714285714285716,5.254050058460304,21,0.0,0.0,0.2571428571428571,0.4857142857142857,0.2857142857142857,0.11428571428571428,0.2857142857142857,0.4,0.6285714285714286,0.6571428571428571,0.37142857142857144,0.22857142857142856,0.08571428571428572,0.17142857142857143,0.0,1.1290322580645162,444.83870967741933,394.0,1.0,No,0
PRV51309,3790,210.55555555555554,292.54405846605545,1000,20,0,0.0,18,17,81.27777777777777,19.59233210019121,34,106,0.4444444444444444,0.0,1.0555555555555556,0.2357022603955158,2,0.0,0.0,0.5555555555555556,0.7777777777777778,0.6111111111111112,0.0,0.3888888888888889,0.6666666666666666,0.6111111111111112,0.7777777777777778,0.3333333333333333,0.4444444444444444,0.05555555555555555,0.2222222222222222,0.0,1.0588235294117647,222.94117647058823,210.55555555555554,1.0,No,0
PRV51311,16010,762.3809523809524,1586.7101334582342,6000,30,3204,152.57142857142858,21,18,80.66666666666667,9.430447143870394,61,106,0.38095238095238093,0.047619047619047616,4.333333333333333,6.858085252702341,21,5.0,6.0,0.23809523809523808,0.6666666666666666,0.38095238095238093,0.23809523809523808,0.14285714285714285,0.42857142857142855,0.6666666666666666,0.7619047619047619,0.19047619047619047,0.14285714285714285,0.0,0.19047619047619047,0.14285714285714285,1.1666666666666667,889.4444444444445,762.3809523809524,0.8571428571428572,No,0
PRV51312,28790,625.8695652173913,1428.1060901876012,7000,0,4272,92.8695652173913,46,29,79.1086956521739,14.880603722623569,50,104,0.4782608695652174,0.06521739130434782,3.1739130434782608,5.77082450425736,21,5.25,10.0,0.5,0.5652173913043478,0.34782608695652173,0.17391304347826086,0.30434782608695654,0.4782608695652174,0.5217391304347826,0.6956521739130435,0.2826086956521739,0.2391304347826087,0.17391304347826086,0.06521739130434782,0.08695652173913043,1.5862068965517242,992.7586206896551,625.8695652173913,0.9130434782608696,No,0
PRV51313,4970,261.57894736842104,357.79049049369564,1400,10,90,4.7368421052631575,19,16,73.78947368421052,19.892988567634752,36,107,0.2631578947368421,0.0,1.105263157894737,0.4588314677411235,3,0.0,0.0,0.2631578947368421,0.5263157894736842,0.3157894736842105,0.05263157894736842,0.21052631578947367,0.5263157894736842,0.5789473684210527,1.0,0.3684210526315789,0.21052631578947367,0.10526315789473684,0.0,0.0,1.1875,310.625,261.57894736842104,1.0,No,0
PRV51314,6460,215.33333333333334,327.8112717480249,1100,10,0,0.0,30,20,78.23333333333333,12.697225690279154,46,104,0.3333333333333333,0.0,1.8666666666666667,3.775906681098967,21,0.0,0.0,0.43333333333333335,0.6333333333333333,0.4,0.1,0.23333333333333334,0.16666666666666666,0.5333333333333333,0.8333333333333334,0.2,0.2,0.03333333333333333,0.1,0.0,1.5,323.0,215.33333333333334,1.0,No,0
PRV51315,7210,153.40425531914894,392.4908007548085,2600,0,340,7.23404255319149,47,22,78.59574468085107,16.29571772832424,44,107,0.48936170212765956,0.0851063829787234,2.297872340425532,4.938380713382199,21,0.0,0.0,0.2553191489361702,0.425531914893617,0.3617021276595745,0.06382978723404255,0.1702127659574468,0.3829787234042553,0.6382978723404256,0.851063829787234,0.23404255319148937,0.23404255319148937,0.06382978723404255,0.2765957446808511,0.0,2.1363636363636362,327.72727272727275,153.40425531914894,1.0,No,0
PRV51316,21000,7000.0,4358.898943540674,12000,4000,3204,1068.0,3,3,86.0,6.082762530298219,79,90,0.0,0.0,10.333333333333334,8.736894948054106,20,10.333333333333334,20.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,7000.0,7000.0,0.0,No,0
PRV51318,13000,4333.333333333333,1527.5252316519468,6000,3000,3204,1068.0,3,3,86.0,10.0,76,96,0.6666666666666666,0.0,4.666666666666667,2.5166114784235836,7,4.666666666666667,7.0,0.3333333333333333,1.0,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,4333.333333333333,4333.333333333333,0.0,No,0
PRV51322,850,70.83333333333333,51.954233939520506,200,0,0,0.0,12,11,77.0,9.477245476307019,51,87,0.5833333333333334,0.0,1.0833333333333333,0.28867513459481287,2,0.0,0.0,0.25,0.4166666666666667,0.25,0.08333333333333333,0.25,0.4166666666666667,0.6666666666666666,0.5,0.25,0.25,0.08333333333333333,0.16666666666666666,0.0,1.0909090909090908,77.27272727272727,70.83333333333333,1.0,No,0
PRV51323,20860,274.4736842105263,922.2875831132675,7500,0,320,4.2105263157894735,76,32,77.07894736842105,13.195719667523242,45,107,0.3684210526315789,0.0,1.894736842105263,3.5007768561408232,21,0.0,0.0,0.2894736842105263,0.5131578947368421,0.2631578947368421,0.17105263157894737,0.32894736842105265,0.5,0.75,0.6710526315789473,0.23684210526315788,0.21052631578947367,0.039473684210526314,0.10526315789473684,0.0,2.375,651.875,274.4736842105263,1.0,No,0
PRV51324,9330,333.2142857142857,694.7211194878373,3300,10,0,0.0,28,25,77.60714285714286,11.713680781902735,52,97,0.25,0.0,1.9285714285714286,3.5790395093549625,18,0.0,0.0,0.5,0.35714285714285715,0.32142857142857145,0.10714285714285714,0.39285714285714285,0.35714285714285715,0.6785714285714286,0.7142857142857143,0.4642857142857143,0.2857142857142857,0.03571428571428571,0.14285714285714285,0.0,1.12,373.2,333.2142857142857,1.0,No,0
PRV51325,15140,1009.3333333333334,1355.962845396303,3300,0,0,0.0,15,5,76.53333333333333,15.193356944339039,62,97,0.13333333333333333,0.0,5.466666666666667,8.131654783856083,21,0.0,0.0,0.06666666666666667,1.0,0.8666666666666667,0.0,0.4,0.5333333333333333,0.6666666666666666,0.9333333333333333,0.13333333333333333,0.2,0.0,0.4666666666666667,0.0,3.0,3028.0,1009.3333333333334,1.0,No,0
PRV51326,14000,318.1818181818182,652.2172299246402,3300,0,90,2.0454545454545454,44,22,76.20454545454545,13.42607588769227,43,95,0.38636363636363635,0.0,3.4545454545454546,6.355567218770048,21,0.0,0.0,0.29545454545454547,0.5909090909090909,0.18181818181818182,0.13636363636363635,0.1590909090909091,0.38636363636363635,0.6590909090909091,0.4318181818181818,0.18181818181818182,0.11363636363636363,0.0,0.18181818181818182,0.0,2.0,636.3636363636364,318.1818181818182,1.0,No,0
PRV51327,8990,219.26829268292684,492.5920738496633,3100,10,150,3.658536585365854,41,27,82.14634146341463,12.02198189902513,54,102,0.36585365853658536,0.0,1.5609756097560976,3.1308847031454614,21,0.0,0.0,0.3902439024390244,0.4146341463414634,0.36585365853658536,0.0975609756097561,0.0975609756097561,0.2926829268292683,0.7073170731707317,0.6341463414634146,0.21951219512195122,0.14634146341463414,0.07317073170731707,0.04878048780487805,0.0,1.5185185185185186,332.962962962963,219.26829268292684,1.0,No,0
PRV51328,550,78.57142857142857,84.93695140682713,200,0,0,0.0,7,5,77.14285714285714,18.059425714647105,44,101,0.5714285714285714,0.0,1.1428571428571428,0.3779644730092272,2,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.8571428571428571,0.0,0.2857142857142857,0.0,0.42857142857142855,0.0,1.4,110.0,78.57142857142857,1.0,No,0
PRV51329,19360,261.6216216216216,504.5465264317263,3000,0,240,3.2432432432432434,74,28,74.52702702702703,10.436005866116393,50,96,0.3918918918918919,0.06756756756756757,2.5945945945945947,5.125597643520027,21,0.0,0.0,0.28378378378378377,0.4189189189189189,0.25675675675675674,0.17567567567567569,0.28378378378378377,0.581081081081081,0.4864864864864865,0.5540540540540541,0.40540540540540543,0.32432432432432434,0.12162162162162163,0.04054054054054054,0.0,2.642857142857143,691.4285714285714,261.6216216216216,1.0,No,0
PRV51330,3810,200.52631578947367,166.91560356494625,500,10,20,1.0526315789473684,19,9,84.3157894736842,17.413445097838583,44,104,0.21052631578947367,0.0,2.4210526315789473,4.634601618666127,21,0.0,0.0,0.47368421052631576,0.7894736842105263,0.10526315789473684,0.0,0.2631578947368421,0.42105263157894735,0.8421052631578947,0.7368421052631579,0.15789473684210525,0.3157894736842105,0.05263157894736842,0.10526315789473684,0.0,2.111111111111111,423.3333333333333,200.52631578947367,1.0,No,0
PRV51331,320,64.0,40.98780306383839,100,10,40,8.0,5,4,79.4,10.478549517943788,68,89,0.6,0.0,1.0,0.0,1,0.0,0.0,0.6,0.6,0.6,0.0,0.8,0.4,0.8,0.8,0.8,0.8,0.2,0.2,0.0,1.25,80.0,64.0,1.0,No,0
PRV51334,15000,7500.0,3535.5339059327375,10000,5000,2136,1068.0,2,2,63.5,13.435028842544403,54,73,0.0,0.0,5.5,2.1213203435596424,7,5.5,7.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7500.0,7500.0,0.0,No,0
PRV51335,46080,324.50704225352115,686.4210579115279,3300,0,400,2.816901408450704,142,92,84.28169014084507,15.585666354209083,37,106,0.2112676056338028,0.007042253521126761,2.9295774647887325,5.570499662226401,21,0.0,0.0,0.3732394366197183,0.5985915492957746,0.4154929577464789,0.2112676056338028,0.34507042253521125,0.4647887323943662,0.6338028169014085,0.7464788732394366,0.28169014084507044,0.33098591549295775,0.1619718309859155,0.18309859154929578,0.0,1.5434782608695652,500.8695652173913,324.50704225352115,1.0,No,0
PRV51336,129450,1876.0869565217392,5006.080778117074,28000,0,10700,155.07246376811594,69,69,78.7536231884058,11.340201519505012,48,105,0.37681159420289856,0.028985507246376812,3.550724637681159,5.976759479763501,21,6.9,18.0,0.4927536231884058,0.5507246376811594,0.42028985507246375,0.2028985507246377,0.2753623188405797,0.4492753623188406,0.7681159420289855,0.6811594202898551,0.2898550724637681,0.30434782608695654,0.10144927536231885,0.17391304347826086,0.14492753623188406,1.0,1876.0869565217392,1876.0869565217392,0.855072463768116,No,0
PRV51337,379100,2256.5476190476193,5597.08200152996,49000,0,43020,256.07142857142856,168,155,80.39880952380952,12.949991275031111,37,107,0.4166666666666667,0.023809523809523808,3.1964285714285716,4.950363113242425,36,6.075,36.0,0.375,0.6190476190476191,0.40476190476190477,0.17857142857142858,0.26785714285714285,0.4880952380952381,0.75,0.7738095238095238,0.35119047619047616,0.2976190476190476,0.08333333333333333,0.18452380952380953,0.23809523809523808,1.0838709677419356,2445.8064516129034,2256.5476190476193,0.7619047619047619,Yes,1
PRV51338,113860,889.53125,2646.062848354314,18000,0,7926,61.921875,128,124,82.34375,12.63879635204027,46,107,0.4296875,0.0078125,2.6875,4.952928029256243,22,6.428571428571429,22.0,0.375,0.578125,0.4453125,0.09375,0.3125,0.4453125,0.703125,0.796875,0.3125,0.34375,0.1328125,0.1484375,0.0546875,1.032258064516129,918.2258064516129,889.53125,0.9453125,Yes,1
PRV51340,43210,286.158940397351,558.2673922379877,3010,0,10,0.06622516556291391,151,141,82.3907284768212,12.00054082666486,43,107,0.4105960264900662,0.0,2.7417218543046356,5.3559481901389345,21,0.0,0.0,0.3576158940397351,0.6225165562913907,0.423841059602649,0.1390728476821192,0.33774834437086093,0.4900662251655629,0.7350993377483444,0.7615894039735099,0.32450331125827814,0.31788079470198677,0.11258278145695365,0.2119205298013245,0.0,1.070921985815603,306.45390070921985,286.158940397351,1.0,No,0
PRV51341,14530,204.64788732394365,493.6940376558152,2800,0,70,0.9859154929577465,71,70,80.98591549295774,12.147301825915884,43,106,0.38028169014084506,0.028169014084507043,3.408450704225352,6.271426050608385,21,0.0,0.0,0.23943661971830985,0.5492957746478874,0.36619718309859156,0.16901408450704225,0.19718309859154928,0.28169014084507044,0.5915492957746479,0.704225352112676,0.28169014084507044,0.2535211267605634,0.08450704225352113,0.1267605633802817,0.0,1.0142857142857142,207.57142857142858,204.64788732394365,1.0,No,0
PRV51342,356780,1723.574879227053,5555.122430374804,57000,0,30434,147.024154589372,207,179,81.58937198067633,14.012493838866076,34,107,0.4251207729468599,0.024154589371980676,2.975845410628019,4.823526097661447,21,7.178571428571429,21.0,0.38164251207729466,0.6328502415458938,0.42995169082125606,0.10144927536231885,0.32367149758454106,0.4492753623188406,0.6666666666666666,0.7246376811594203,0.32367149758454106,0.3188405797101449,0.12077294685990338,0.21256038647342995,0.13526570048309178,1.1564245810055866,1993.1843575418995,1723.574879227053,0.8647342995169083,No,0
PRV51344,26250,795.4545454545455,2286.9823060491344,10000,0,2136,64.72727272727273,33,33,80.78787878787878,14.220929944446267,38,107,0.48484848484848486,0.0,3.1818181818181817,5.9237580209617855,21,7.0,9.0,0.30303030303030304,0.45454545454545453,0.3333333333333333,0.21212121212121213,0.15151515151515152,0.42424242424242425,0.5151515151515151,0.696969696969697,0.3939393939393939,0.42424242424242425,0.09090909090909091,0.15151515151515152,0.06060606060606061,1.0,795.4545454545455,795.4545454545455,0.9393939393939394,No,0
PRV51345,15120,308.57142857142856,695.4764553886781,3200,0,220,4.489795918367347,49,47,79.16326530612245,14.157369898712808,37,103,0.32653061224489793,0.0,3.4285714285714284,6.241661103691335,21,0.0,0.0,0.3469387755102041,0.673469387755102,0.32653061224489793,0.10204081632653061,0.24489795918367346,0.46938775510204084,0.6530612244897959,0.7959183673469388,0.24489795918367346,0.32653061224489793,0.16326530612244897,0.20408163265306123,0.0,1.0425531914893618,321.70212765957444,308.57142857142856,1.0,No,0
PRV51346,104490,392.81954887218046,1310.7433946275662,15000,0,5820,21.8796992481203,266,246,80.69924812030075,11.977957719522006,34,107,0.462406015037594,0.011278195488721804,2.308270676691729,4.395847871297381,21,5.2,13.0,0.43609022556390975,0.5789473684210527,0.462406015037594,0.13533834586466165,0.3383458646616541,0.4473684210526316,0.6917293233082706,0.7443609022556391,0.3383458646616541,0.3609022556390977,0.10150375939849623,0.20300751879699247,0.018796992481203006,1.08130081300813,424.7560975609756,392.81954887218046,0.981203007518797,No,0
